,rally,receiving_shot,winning_shot,combined
3170,6+f18v3f1v^1*,v3,f1,v3f1
3171,4+s38z3f1*,z3,f1,z3f1
3172,4+s28v1f1z2*,f1,z2,f1z2
3173,6+f37z1s1v3*,s1,v3,s1v3
3174,4+s27i3f3*,i3,f3,i3f3
3175,4+f17y3s3v^1*,y3,s3,y3s3
3176,4+f28h3m2o1*,m2,o1,m2o1
3177,6+f27f1m2o3*,m2,o3,m2o3
3178,cc6+b28v1b3z3*,b3,z3,b3z3
3179,4+f18z3b3*,z3,b3,z3b3
3180,6+s28h1r1z3*,r1,z3,r1z3
3181,5+f18v3m3o1*,m3,o1,m3o1
3182,6+f28v1l1*,v1,l1,v1l1
3183,4b38f1f2f1*,f2,f1,f2f1
3184,6+f;27z3b+3z1v3*,z1,v3,z1v3
3185,6+b28z3f1v^1*,z3,f1,z3f1
3186,6s28f1f3b3s1f1f1f2y+;3*,f1,f2,f1f2
3187,c4s38b3s+2f3*,b3,f3,b3f3
3188,6s29b2b2f;1f3*,b2,f3,b2f3
3189,6+b27h2b3z3s1*,z3,s1,z3s1
3190,5+b37i3b1*,i3,b1,i3b1
3191,6f29f3s3b3s1f1f1f2f1*,f2,f1,f2f1
3192,4f28b3s2f1f1f3*,f1,f3,f1f3
3193,4b28f+1f2j1*,f2,j1,f2j1
3194,c4+b27h1l1o3*,l1,o3,l1o3
3195,6+f37i3b2v1*,b2,v1,b2v1
3196,4f29b2s+3b3*,b2,b3,b2b3
3197,6s28f1f3b3s+1f3*,b3,f3,b3f3
3198,c4f29f3s3f1f1f2b1f1f+3b3z1*,b3,z1,b3z1
3199,4+b27f-1l2o1*,l2,o1,l2o1
3200,c6s28b1f1f2b+3s3z1f1*,z1,f1,z1f1
3201,6s28b3b2f1*,b2,f1,b2f1
3202,4+f27z3m3*,z3,m3,z3m3
3203,4+b27h1f2v3*,f2,v3,f2v3
3204,6f39b3s2f2f3b3s3b+1f1v3*,f1,v3,f1v3
3205,6+f38z3b3*,z3,b3,z3b3
3206,4+f27i3b1v1*,b1,v1,b1v1
3207,6+b37z1f3*,z1,f3,z1f3
3208,6+b27i3b3z^1*,i3,b3,i3b3
3209,6+f27v3b1v1*,b1,v1,b1v1
3210,4s38f+1f3v2*,f3,v2,f3v2
3211,6+b28z2b3z1*,b3,z1,b3z1
3212,6+s27v2b3*,v2,b3,v2b3
3213,6+s28h3b1*,h3,b1,h3b1
3214,4+s27z3m1o1*,m1,o1,m1o1
3215,4+s37h3s1z1*,s1,z1,s1z1
3216,5+b28z3s3v1*,s3,v1,s3v1
3217,5+s27h3b1z1*,b1,z1,b1z1
3218,4+f27f3m2o3*,m2,o3,m2o3
3219,4+s37h2f1z2f3*,z2,f3,z2f3
3220,6+f27f3b3*,f3,b3,f3b3
3221,6+s27v3b1*,v3,b1,v3b1
3222,4+s37v3b2v2*,b2,v2,b2v2
3223,4+f18z3m1*,z3,m1,z3m1
3224,6+b37i3m1o1*,m1,o1,m1o1
3225,6+f28z3m1o1*,m1,o1,m1o1
3226,5+b28v3b3z1*,b3,z1,b3z1
3227,6+b28h2b+1v3i3*,v3,i3,v3i3
3228,c6+b17h3m3*,h3,m3,h3m3
3229,6+b38i3b1*,i3,b1,i3b1
3230,4+s17v2f1*,v2,f1,v2f1
3231,c4+b27v1f1v2*,f1,v2,f1v2
3232,6+b+37z3i2l2o3s2s+3b1*,s2,b1,s2b1
3233,4+b;28v1f1v3*,f1,v3,f1v3
3234,6+f28z1r1v^3*,z1,r1,z1r1
3235,5+b38i2f1*,i2,f1,i2f1
3236,4+f18v3m2o1*,m2,o1,m2o1
3237,6+s28i2f1*,i2,f1,i2f1
3238,6+b28z1l1*,z1,l1,z1l1
3239,4+b18z3b1z1*,b1,z1,b1z1
3240,4+f28v3m+2f1v3r-3*,f1,v3,f1v3
3241,6+f38z3f3z1s2v^3*,z1,s2,z1s2
3242,5+r27s3m1p3*,m1,p3,m1p3
3243,6+b27v1m3o1*,m3,o1,m3o1
3244,4+f18i3b1z1*,b1,z1,b1z1
3245,6+b27h3f3*,h3,f3,h3f3
3246,4+s17h2f3z1m2o1*,m2,o1,m2o1
3247,6+f27v3r+1v1*,v3,v1,v3v1
3248,6f37f+;2f1z3*,f1,z3,f1z3
3249,4+b28z1f2z3*,f2,z3,f2z3
3250,4+b28z3f3*,z3,f3,z3f3
3251,4+f27v3b2v1*,b2,v1,b2v1
3252,5+b27v^1r3v1*,r3,v1,r3v1
3253,6+b27v2b3*,v2,b3,v2b3
3254,c4+f38z1m2o1*,m2,o1,m2o1
3255,6+b18z3b1*,z3,b1,z3b1
3256,5+b27z1f3v2*,f3,v2,f3v2
3257,cc4+b28v2f1*,v2,f1,v2f1
3258,c6+b27z3l2o1*,l2,o1,l2o1
3259,6+f27v3b3v^1*,v3,b3,v3b3
3260,6+f17z1f2z2*,f2,z2,f2z2
3261,5+f27z3s3v1*,s3,v1,s3v1
3262,6+b27v1m1o1*,m1,o1,m1o1
3263,6+b38z2f3z1m2o2*,m2,o2,m2o2
3264,6+s17f1b1*,f1,b1,f1b1
3265,6+f37v2b1v3b1z2f1*,z2,f1,z2f1
3266,6+s27f3m1o1*,m1,o1,m1o1
3267,4+b28z1f3v3*,f3,v3,f3v3
3268,4+s18z1r2*,z1,r2,z1r2
3269,6+b17z3m2*,z3,m2,z3m2
3270,4+f18z1f3v1r1*,v1,r1,v1r1
3271,5+s27h3b2v1*,b2,v1,b2v1
3272,4+s17v3l3o2f+3b3*,o2,b3,o2b3
3273,6+s27v3f1*,v3,f1,v3f1
3274,5+f27v1m1o3f3*,o3,f3,o3f3
3275,5+f27z1b1v2*,b1,v2,b1v2
3276,c6+f18z3m1*,z3,m1,z3m1
3277,4+f37z2f1*,z2,f1,z2f1
3278,4+b28z2f2z3m1o1*,m1,o1,m1o1
3279,c6+b17z3m1o3*,m1,o3,m1o3
3280,5+b28z1f1z3*,f1,z3,f1z3
3281,6+f17v3f1*,v3,f1,v3f1
3282,6+b17v3f3z1*,f3,z1,f3z1
3283,c4+f28v1b1v2*,b1,v2,b1v2
3284,c6+f27i1l1*,i1,l1,i1l1
3285,5+b28i3b1*,i3,b1,i3b1
3286,4+b38z2f1v2*,f1,v2,f1v2
3287,6s28f+3b2v3b1*,v3,b1,v3b1
3288,4f18f+2s3z1*,s3,z1,s3z1
3289,4f29f3s+3b2z1*,b2,z1,b2z1
3290,4s28u3s1f1*,s1,f1,s1f1
3291,4f28b2f2f3s+2f;1*,f2,f3,f2f3
3292,4s37f3b1f2f+1l2o2m3*,o2,m3,o2m3
3293,4f28f1r3b3s3f3b1f3s3s2r+3b3z2r3z2v1*,z2,v1,z2v1
3294,4+f18v3m2o1*,m2,o1,m2o1
3295,6+b28z3b1*,z3,b1,z3b1
3296,6+b28z3m2o3*,m2,o3,m2o3
3297,6+f28i3b1*,i3,b1,i3b1
3298,c6+f27i1l1*,i1,l1,i1l1
3299,5+b28i3b1*,i3,b1,i3b1
3300,4+b38z2f1v2*,f1,v2,f1v2
3301,6s28f+3b2v3b1*,v3,b1,v3b1
3302,4f18f+2s3z1*,s3,z1,s3z1
3303,4f29f3s+3b2z1*,b2,z1,b2z1
3304,4s28u3s1f1*,s1,f1,s1f1
3305,4f28b2f2f3s+2f;1*,f2,f3,f2f3
3306,4s37f3b1f2f+1l2o2m3*,o2,m3,o2m3
3307,4f28f1r3b3s3f3b1f3s3s2r+3b3z2r3z2v1*,z2,v1,z2v1
3308,4+f18v3m2o1*,m2,o1,m2o1
3309,6+b28z3b1*,z3,b1,z3b1
3310,6+b28z3m2o3*,m2,o3,m2o3
3311,6+f28i3b1*,i3,b1,i3b1
3312,6+b+38b1v2v3*,v2,v3,v2v3
3313,6+f37z3s1*,z3,s1,z3s1
3314,4+b28z1f1v3m3p1*,m3,p1,m3p1
3315,4+s27h3b3*,h3,b3,h3b3
3316,6+s27z2b2v3*,b2,v3,b2v3
3317,6+s37z3b3*,z3,b3,z3b3
3318,6+s27z3b3z1f3z3*,f3,z3,f3z3
3319,6+b27z3b3z^1r3*,b3,r3,b3r3
3320,4+f27i3b3*,i3,b3,i3b3
3321,6+f28h2l3o2*,l3,o2,l3o2
3322,4+f17h1f3z3*,f3,z3,f3z3
3323,6+s27f3b1*,f3,b1,f3b1
3324,c6+f28z1f2v3*,f2,v3,f2v3
3325,4+f;17f3m2o1*,m2,o1,m2o1
3326,5+s37z3b2v1*,b2,v1,b2v1
3327,6f+29f3z2l1o3*,l1,o3,l1o3
